3783 24186
69 258 0.0404411765
69 1318 0.2444444444
69 623 0.0769230769
69 739 0.0780141844
69 1752 0.4782608696
69 1144 0.1964285714
69 266 0.0521327014
69 2183 0.5000000000
69 857 0.1392405063
69 257 0.0639534884
69 2863 1.0000000000
69 2861 1.0000000000
69 277 0.0423076923
69 1749 0.3333333333
69 2850 1.0000000000
69 7550 0.0395683453
69 142 0.0214843750
69 117 0.0182119205
69 2847 1.0000000000
69 939 0.1250000000
69 146 0.0274314214
69 70 0.0183946488
69 2169 0.5000000000
69 2153 0.5000000000
69 256 0.0331325301
69 1485 0.3235294118
69 2171 0.5000000000
69 2121 0.5000000000
69 686 0.0982142857
69 2163 0.5000000000
69 156 0.0250569476
69 738 0.1358024691
69 798 0.0109756098
69 7592 0.1666666667
279 70 0.0250836120
149 70 0.0234113712
360 70 0.0217391304
190 70 0.0217391304
98 70 0.0217391304
133 70 0.0217391304
427 70 0.0200668896
1767 70 0.0200668896
1308 70 0.0200668896
346 70 0.0200668896
142 70 0.0200668896
114 70 0.0183946488
196 70 0.0183946488
966 70 0.0183946488
591 70 0.0183946488
140 70 0.0183946488
106 70 0.0183946488
117 70 0.0183946488
108 70 0.0183946488
2175 70 0.0183946488
277 70 0.0183946488
75 70 0.0183946488
1140 70 0.0183946488
232 70 0.0183946488
371 70 0.0183946488
156 70 0.0183946488
211 70 0.0183946488
203 70 0.0183946488
7565 70 0.0183946488
491 70 0.0150501672
70 133 0.0304449649
70 279 0.0600000000
70 1767 0.5217391304
70 196 0.0407407407
70 966 0.1410256410
70 114 0.0252293578
70 698 0.1527777778
70 140 0.0294906166
70 360 0.0493273543
70 106 0.0200364299
70 427 0.1009174312
70 190 0.0353697749
70 258 0.0404411765
70 7387 0.2340425532
70 1308 0.2444444444
70 117 0.0182119205
70 2175 0.5000000000
70 277 0.0423076923
70 75 0.0179153094
70 346 0.0632183908
70 98 0.0266343826
70 108 0.0283505155
70 142 0.0214843750
70 232 0.0632183908
70 371 0.0572916667
70 156 0.0250569476
70 149 0.0305555556
70 211 0.0345911950
70 203 0.0367892977
70 7580 0.0782608696
70 491 0.0238726790
70 7603 0.0125523013
70 7388 0.1578947368
70 7565 0.0208816705
296 71 0.0649350649
243 71 0.0649350649
745 71 0.0649350649
968 71 0.0584415584
220 71 0.0584415584
349 71 0.0584415584
457 71 0.0487012987
1233 71 0.0487012987
1791 71 0.0422077922
742 71 0.0422077922
2969 71 0.0389610390
954 71 0.0357142857
2234 71 0.0357142857
1331 71 0.0357142857
486 71 0.0357142857
2223 71 0.0357142857
800 71 0.0357142857
71 243 0.2168674699
71 968 1.0000000000
71 349 0.1730769231
71 745 0.4146341463
71 296 0.0688073394
71 1791 1.0000000000
71 1233 0.5200000000
71 486 0.1940298507
71 800 0.2166666667
71 457 0.1016949153
71 742 0.2926829268
71 954 0.1617647059
71 2234 0.5000000000
71 2969 1.0000000000
71 1331 0.2000000000
71 2223 0.5000000000
262 72 0.0366972477
416 72 0.0275229358
118 72 0.0256880734
222 72 0.0256880734
546 72 0.0256880734
288 72 0.0238532110
935 72 0.0238532110
132 72 0.0238532110
830 72 0.0220183486
6369 72 0.0220183486
115 72 0.0220183486
2768 72 0.0220183486
2761 72 0.0220183486
1718 72 0.0220183486
77 72 0.0220183486
324 72 0.0220183486
181 72 0.0220183486
3347 72 0.0201834862
154 72 0.0201834862
896 72 0.0201834862
650 72 0.0201834862
280 72 0.0201834862
292 72 0.0201834862
158 72 0.0201834862
1838 72 0.0201834862
219 72 0.0201834862
1475 72 0.0201834862
113 72 0.0201834862
2762 72 0.0201834862
632 72 0.0201834862
284 72 0.0201834862
507 72 0.0201834862
1476 72 0.0201834862
447 72 0.0201834862
568 72 0.0201834862
99 72 0.0201834862
362 72 0.0146788991
72 262 0.0989010989
72 118 0.0354609929
72 416 0.1000000000
72 222 0.0441640379
72 935 0.2241379310
72 830 0.1714285714
72 219 0.0418118467
72 6369 0.1714285714
72 1476 0.3529411765
72 77 0.0220994475
72 324 0.0827586207
72 3347 1.0000000000
72 154 0.0224948875
72 896 0.1392405063
72 650 0.0718954248
72 280 0.0458333333
72 292 0.0460251046
72 158 0.0394265233
72 1838 0.3333333333
72 115 0.0217391304
72 546 0.1294117647
72 2761 1.0000000000
72 1475 0.2500000000
72 113 0.0236051502
72 2762 1.0000000000
72 632 0.0894308943
72 284 0.0526315789
72 507 0.0591397849
72 1279 0.2444444444
72 132 0.0326409496
72 447 0.0859375000
72 568 0.0887096774
72 181 0.0419847328
72 99 0.0260663507
72 2449 1.0000000000
72 362 0.0288065844
124 73 0.0304000000
120 73 0.0272000000
112 73 0.0224000000
82 73 0.0208000000
207 73 0.0192000000
163 73 0.0192000000
85 73 0.0192000000
463 73 0.0192000000
83 73 0.0192000000
156 73 0.0192000000
171 73 0.0192000000
103 73 0.0192000000
172 73 0.0192000000
1054 73 0.0192000000
528 73 0.0176000000
526 73 0.0176000000
3346 73 0.0176000000
7412 73 0.0176000000
95 73 0.0176000000
116 73 0.0176000000
262 73 0.0176000000
227 73 0.0176000000
494 73 0.0176000000
88 73 0.0176000000
460 73 0.0176000000
97 73 0.0176000000
155 73 0.0176000000
214 73 0.0176000000
136 73 0.0176000000
883 73 0.0176000000
1056 73 0.0176000000
331 73 0.0176000000
1051 73 0.0176000000
199 73 0.0176000000
123 73 0.0176000000
332 73 0.0176000000
92 73 0.0176000000
177 73 0.0176000000
278 73 0.0176000000
228 73 0.0176000000
813 73 0.0176000000
2336 73 0.0144000000
188 73 0.0144000000
73 120 0.0527950311
73 883 0.1573033708
73 112 0.0505415162
73 82 0.0249042146
73 207 0.0524017467
73 163 0.0337078652
73 85 0.0144927536
73 463 0.1764705882
73 83 0.0218181818
73 214 0.0447761194
73 103 0.0239520958
73 172 0.0348837209
73 1054 0.2553191489
73 1051 0.1791044776
73 332 0.0615384615
73 95 0.0110701107
73 222 0.0347003155
73 528 0.1279069767
73 526 0.0753424658
73 3346 1.0000000000
73 88 0.0241228070
73 3342 1.0000000000
73 7412 0.2500000000
73 116 0.0205607477
73 728 0.1803278689
73 262 0.0604395604
73 227 0.0591397849
73 494 0.0940170940
73 460 0.0743243243
73 97 0.0227743271
73 156 0.0250569476
73 155 0.0262529833
73 136 0.0284974093
73 171 0.0491071429
73 1056 0.2340425532
73 331 0.0594594595
73 199 0.0354838710
73 123 0.0281329923
73 92 0.0194690265
73 278 0.0550000000
73 228 0.0468085106
73 813 0.0916666667
73 2336 0.0208333333
73 7595 0.0221674877
73 124 0.0145161290
73 7525 0.0000000000
73 177 0.0000000000
73 7604 0.0000000000
73 7464 1.0000000000
7604 74 0.0617283951
1263 74 0.0462962963
1259 74 0.0462962963
312 74 0.0462962963
1605 74 0.0432098765
1448 74 0.0401234568
389 74 0.0370370370
1648 74 0.0370370370
1620 74 0.0370370370
131 74 0.0370370370
625 74 0.0339506173
1127 74 0.0339506173
824 74 0.0339506173
2857 74 0.0339506173
367 74 0.0339506173
293 74 0.0339506173
1087 74 0.0339506173
168 74 0.0339506173
74 1017 0.5925925926
74 1263 1.0000000000
74 131 0.0371352785
74 1259 0.5200000000
74 1448 0.3529411765
74 1648 0.5217391304
74 1620 0.5217391304
74 1605 0.5217391304
74 625 0.1182795699
74 1127 0.1666666667
74 1402 0.2500000000
74 1087 0.1666666667
74 168 0.0539215686
74 312 0.0873015873
78 75 0.0211726384
210 75 0.0211726384
212 75 0.0211726384
169 75 0.0211726384
152 75 0.0195439739
326 75 0.0195439739
216 75 0.0195439739
95 75 0.0179153094
85 75 0.0179153094
198 75 0.0179153094
5342 75 0.0179153094
266 75 0.0179153094
411 75 0.0179153094
204 75 0.0179153094
255 75 0.0179153094
133 75 0.0179153094
256 75 0.0179153094
315 75 0.0179153094
854 75 0.0179153094
226 75 0.0179153094
76 75 0.0179153094
132 75 0.0179153094
401 75 0.0179153094
7394 75 0.0179153094
719 75 0.0179153094
775 75 0.0179153094
467 75 0.0179153094
328 75 0.0179153094
568 75 0.0179153094
918 75 0.0179153094
1417 75 0.0179153094
1100 75 0.0179153094
75 78 0.0205696203
75 210 0.0822784810
75 266 0.0568720379
75 152 0.0388349515
75 326 0.0774193548
75 1100 0.2608695652
75 216 0.0552995392
75 95 0.0101476015
75 85 0.0132850242
75 198 0.0500000000
75 5342 0.0282051282
75 411 0.0687500000
75 204 0.0460251046
75 255 0.0295698925
75 133 0.0257611241
75 256 0.0331325301
75 315 0.0533980583
75 212 0.0482456140
75 854 0.1392405063
75 226 0.0308988764
75 76 0.0286458333
75 132 0.0326409496
75 401 0.0687500000
75 7394 0.1964285714
75 719 0.2156862745
75 775 0.1100000000
75 467 0.0748299320
75 169 0.0433070866
75 328 0.0448979592
75 568 0.0887096774
75 918 0.1617647059
75 1417 0.2500000000
2685 76 0.0520833333
2696 76 0.0520833333
2626 76 0.0520833333
2046 76 0.0520833333
2037 76 0.0520833333
314 76 0.0338541667
97 76 0.0338541667
678 76 0.0338541667
240 76 0.0338541667
79 76 0.0312500000
853 76 0.0312500000
303 76 0.0312500000
1011 76 0.0312500000
254 76 0.0312500000
1684 76 0.0286458333
78 76 0.0286458333
77 76 0.0286458333
1258 76 0.0286458333
84 76 0.0286458333
672 76 0.0286458333
480 76 0.0286458333
408 76 0.0286458333
911 76 0.0286458333
1941 76 0.0286458333
5342 76 0.0130208333
76 240 0.1626016260
76 303 0.0828025478
76 853 0.1518987342
76 2685 1.0000000000
76 1684 0.4782608696
76 78 0.0174050633
76 79 0.0146276596
76 77 0.0202578269
76 2696 1.0000000000
76 314 0.0533980583
76 97 0.0227743271
76 1011 0.1929824561
76 130 0.0220883534
76 339 0.0763888889
76 1258 0.2444444444
76 2626 1.0000000000
76 84 0.0193661972
76 2046 0.5000000000
76 619 0.0973451327
76 678 0.1527777778
76 672 0.1078431373
76 480 0.1264367816
76 2037 0.5000000000
76 408 0.0478260870
76 911 0.1250000000
76 1941 0.5000000000
132 77 0.0257826888
1328 77 0.0239410681
78 77 0.0239410681
161 77 0.0220994475
155 77 0.0220994475
938 77 0.0220994475
265 77 0.0220994475
1118 77 0.0220994475
545 77 0.0202578269
89 77 0.0202578269
177 77 0.0202578269
1715 77 0.0202578269
777 77 0.0202578269
4934 77 0.0202578269
384 77 0.0202578269
926 77 0.0202578269
664 77 0.0202578269
231 77 0.0202578269
131 77 0.0202578269
2667 77 0.0202578269
403 77 0.0202578269
857 77 0.0202578269
1638 77 0.0202578269
853 77 0.0202578269
660 77 0.0202578269
516 77 0.0202578269
1440 77 0.0202578269
408 77 0.0202578269
77 132 0.0415430267
77 155 0.0310262530
77 78 0.0205696203
77 268 0.0662983425
77 161 0.0302267003
77 131 0.0318302387
77 938 0.2068965517
77 408 0.0521739130
77 89 0.0194346290
77 177 0.0054374691
77 545 0.0814814815
77 1328 0.1294117647
77 777 0.0733333333
77 4934 0.1375000000
77 384 0.0607734807
77 926 0.0932203390
77 664 0.1078431373
77 231 0.0597826087
77 140 0.0294906166
77 2667 1.0000000000
77 403 0.0500000000
77 857 0.1392405063
77 1638 0.0718954248
77 853 0.1392405063
77 660 0.0982142857
77 516 0.0873015873
77 1440 0.3235294118
77 265 0.0683229814
77 1118 0.3055555556
623 78 0.0253164557
721 78 0.0237341772
142 78 0.0205696203
106 78 0.0205696203
146 78 0.0205696203
1133 78 0.0205696203
319 78 0.0189873418
90 78 0.0189873418
629 78 0.0189873418
1428 78 0.0189873418
1249 78 0.0189873418
511 78 0.0189873418
474 78 0.0189873418
203 78 0.0174050633
356 78 0.0174050633
739 78 0.0174050633
550 78 0.0174050633
1758 78 0.0174050633
487 78 0.0174050633
1511 78 0.0174050633
1137 78 0.0174050633
161 78 0.0174050633
260 78 0.0174050633
955 78 0.0174050633
798 78 0.0174050633
277 78 0.0174050633
632 78 0.0174050633
7526 78 0.0174050633
1290 78 0.0174050633
1022 78 0.0174050633
1021 78 0.0174050633
2739 78 0.0174050633
1473 78 0.0174050633
1638 78 0.0174050633
154 78 0.0174050633
2083 78 0.0174050633
113 78 0.0174050633
403 78 0.0174050633
1465 78 0.0174050633
1132 78 0.0174050633
543 78 0.0174050633
785 78 0.0174050633
2051 78 0.0174050633
7564 78 0.0174050633
108 78 0.0174050633
78 623 0.1118881119
78 142 0.0292968750
78 106 0.0273224044
78 721 0.2459016393
78 146 0.0324189526
78 1133 0.2826086957
78 319 0.0645161290
78 90 0.0198019802
78 629 0.1290322581
78 1638 0.0784313725
78 113 0.0257510730
78 1428 0.3529411765
78 785 0.1000000000
78 2051 1.0000000000
78 1249 0.1142857143
78 511 0.1578947368
78 474 0.0944881890
78 108 0.0309278351
78 203 0.0367892977
78 356 0.0718954248
78 739 0.0780141844
78 550 0.0956521739
78 1758 0.3333333333
78 487 0.0506912442
78 1511 0.3235294118
78 1137 0.1666666667
78 161 0.0277078086
78 260 0.0376712329
78 955 0.1410256410
78 798 0.0134146341
78 277 0.0423076923
78 632 0.0894308943
78 1290 0.2444444444
78 1022 0.1929824561
78 2739 1.0000000000
78 1021 0.1929824561
78 1473 0.2500000000
78 154 0.0224948875
78 2083 0.5000000000
78 403 0.0500000000
78 1465 0.3235294118
78 1132 0.1964285714
78 543 0.1692307692
78 7526 0.0000000000
97 79 0.0172872340
212 79 0.0172872340
1705 79 0.0159574468
730 79 0.0159574468
2723 79 0.0159574468
140 79 0.0159574468
2099 79 0.0159574468
580 79 0.0159574468
863 79 0.0159574468
2091 79 0.0146276596
314 79 0.0146276596
1704 79 0.0146276596
2688 79 0.0146276596
1018 79 0.0146276596
2086 79 0.0146276596
2683 79 0.0146276596
2654 79 0.0146276596
2678 79 0.0146276596
2672 79 0.0146276596
2675 79 0.0146276596
1700 79 0.0146276596
1697 79 0.0146276596
2670 79 0.0146276596
2749 79 0.0146276596
300 79 0.0146276596
386 79 0.0146276596
1130 79 0.0146276596
1714 79 0.0146276596
1660 79 0.0146276596
1472 79 0.0146276596
792 79 0.0146276596
272 79 0.0146276596
2104 79 0.0146276596
255 79 0.0146276596
2068 79 0.0146276596
1003 79 0.0146276596
90 79 0.0146276596
2706 79 0.0146276596
732 79 0.0146276596
405 79 0.0146276596
2708 79 0.0146276596
1133 79 0.0146276596
1276 79 0.0146276596
2530 79 0.0146276596
1132 79 0.0146276596
2101 79 0.0146276596
542 79 0.0146276596
937 79 0.0146276596
1273 79 0.0146276596
384 79 0.0146276596
1468 79 0.0146276596
380 79 0.0146276596
2087 79 0.0146276596
2092 79 0.0146276596
2694 79 0.0146276596
926 79 0.0146276596
1120 79 0.0146276596
155 79 0.0146276596
624 79 0.0146276596
79 140 0.0321715818
79 2091 0.5000000000
79 314 0.0533980583
79 1705 0.3333333333
79 730 0.1803278689
79 1704 0.4782608696
79 2688 1.0000000000
79 1018 0.1929824561
79 2086 0.5000000000
79 2683 1.0000000000
79 2654 1.0000000000
79 2678 1.0000000000
79 2672 1.0000000000
79 2675 1.0000000000
79 1700 0.3333333333
79 2670 1.0000000000
79 1697 0.3333333333
79 212 0.0482456140
79 2749 1.0000000000
79 300 0.0802919708
79 97 0.0227743271
79 386 0.0839694656
79 1130 0.2391304348
79 272 0.0297297297
79 1714 0.3333333333
79 1660 0.3333333333
79 1472 0.1718750000
79 792 0.0785714286
79 2723 1.0000000000
79 255 0.0295698925
79 2104 0.5000000000
79 2068 0.5000000000
79 1003 0.2340425532
79 90 0.0181518152
79 2099 0.5000000000
79 732 0.1208791209
79 405 0.0916666667
79 580 0.0763888889
79 2706 1.0000000000
79 2708 1.0000000000
79 1133 0.2391304348
79 1276 0.2000000000
79 2530 1.0000000000
79 1132 0.1964285714
79 2101 0.5000000000
79 542 0.0814814815
79 937 0.0696202532
79 1273 0.2444444444
79 384 0.0607734807
79 1468 0.3235294118
79 380 0.0909090909
79 2087 0.5000000000
79 2092 0.5000000000
79 2694 1.0000000000
79 926 0.0932203390
79 1120 0.1964285714
79 863 0.0691823899
79 155 0.0262529833
79 624 0.2075471698
244 80 0.0473933649
1047 80 0.0426540284
301 80 0.0426540284
598 80 0.0379146919
491 80 0.0379146919
269 80 0.0355450237
384 80 0.0355450237
555 80 0.0308056872
196 80 0.0308056872
698 80 0.0308056872
190 80 0.0308056872
1921 80 0.0284360190
176 80 0.0284360190
286 80 0.0284360190
459 80 0.0260663507
2991 80 0.0260663507
267 80 0.0260663507
371 80 0.0260663507
876 80 0.0260663507
747 80 0.0260663507
260 80 0.0260663507
1134 80 0.0260663507
1147 80 0.0260663507
2925 80 0.0260663507
117 80 0.0260663507
80 301 0.1538461538
80 1047 0.5555555556
80 268 0.0828729282
80 598 0.1547619048
80 555 0.1733333333
80 286 0.0817610063
80 384 0.0662983425
80 1504 0.5000000000
80 459 0.0859375000
80 269 0.0521327014
80 2991 1.0000000000
80 698 0.1527777778
80 371 0.0572916667
80 876 0.0614525140
80 747 0.0990990991
80 260 0.0376712329
80 491 0.0291777188
80 1134 0.1964285714
80 184 0.0454545455
80 2925 1.0000000000
80 7599 0.0000000000
80 7598 0.0000000000
80 7604 0.0000000000
971 81 0.0423728814
290 81 0.0317796610
247 81 0.0317796610
2357 81 0.0317796610
1198 81 0.0275423729
105 81 0.0275423729
1573 81 0.0275423729
128 81 0.0254237288
1859 81 0.0254237288
229 81 0.0254237288
754 81 0.0254237288
890 81 0.0254237288
3331 81 0.0233050847
467 81 0.0233050847
248 81 0.0233050847
173 81 0.0233050847
3250 81 0.0233050847
1570 81 0.0233050847
219 81 0.0233050847
391 81 0.0233050847
627 81 0.0233050847
3244 81 0.0233050847
413 81 0.0233050847
557 81 0.0233050847
412 81 0.0233050847
645 81 0.0233050847
115 81 0.0233050847
81 1198 0.2826086957
81 105 0.0276595745
81 290 0.0501930502
81 971 0.3421052632
81 128 0.0308483290
81 754 0.0794701987
81 890 0.1348314607
81 3331 1.0000000000
81 467 0.0748299320
81 1562 0.2500000000
81 1553 0.2500000000
81 248 0.0601092896
81 173 0.0302197802
81 3250 1.0000000000
81 1570 0.2500000000
81 391 0.0683229814
81 627 0.1067961165
81 3244 1.0000000000
81 1859 0.3333333333
81 1573 0.3235294118
81 413 0.0785714286
81 229 0.0564102564
81 247 0.0516431925
81 557 0.1047619048
81 2357 0.5000000000
81 412 0.0578947368
81 645 0.0601092896
81 115 0.0217391304
7503 82 0.0363984674
158 82 0.0344827586
288 82 0.0306513410
351 82 0.0268199234
120 82 0.0249042146
904 82 0.0229885057
125 82 0.0229885057
222 82 0.0229885057
980 82 0.0229885057
704 82 0.0229885057
174 82 0.0229885057
1490 82 0.0229885057
3416 82 0.0210727969
179 82 0.0210727969
376 82 0.0210727969
88 82 0.0210727969
164 82 0.0210727969
825 82 0.0210727969
321 82 0.0210727969
417 82 0.0210727969
141 82 0.0210727969
7591 82 0.0210727969
7568 82 0.0210727969
3360 82 0.0210727969
163 82 0.0210727969
118 82 0.0210727969
3343 82 0.0210727969
95 82 0.0210727969
707 82 0.0210727969
219 82 0.0210727969
506 82 0.0210727969
2336 82 0.0153256705
82 158 0.0645161290
82 288 0.0385604113
82 351 0.0853658537
82 321 0.0738636364
82 120 0.0403726708
82 904 0.1518987342
82 125 0.0171428571
82 417 0.0857142857
82 7503 0.4285714286
82 222 0.0378548896
82 980 0.1764705882
82 704 0.1463414634
82 174 0.0370370370
82 1490 0.3529411765
82 3416 1.0000000000
82 179 0.0434782609
82 376 0.0572916667
82 164 0.0337423313
82 825 0.1222222222
82 3360 1.0000000000
82 163 0.0308988764
82 118 0.0260047281
82 3343 1.0000000000
82 95 0.0101476015
82 707 0.0901639344
82 219 0.0383275261
82 506 0.1145833333
82 2336 0.0000000000
82 7591 0.0000000000
82 7568 0.0000000000
207 83 0.0272727273
177 83 0.0272727273
185 83 0.0236363636
591 83 0.0236363636
394 83 0.0236363636
7600 83 0.0236363636
1048 83 0.0218181818
7595 83 0.0218181818
107 83 0.0218181818
279 83 0.0218181818
124 83 0.0218181818
329 83 0.0218181818
390 83 0.0218181818
166 83 0.0218181818
133 83 0.0218181818
684 83 0.0200000000
7419 83 0.0200000000
333 83 0.0200000000
967 83 0.0200000000
92 83 0.0200000000
482 83 0.0200000000
253 83 0.0200000000
277 83 0.0200000000
2960 83 0.0200000000
171 83 0.0200000000
687 83 0.0200000000
1760 83 0.0200000000
7566 83 0.0200000000
7499 83 0.0200000000
255 83 0.0200000000
1458 83 0.0200000000
83 177 0.0069204152
83 591 0.1140350877
83 394 0.1830985915
83 1048 0.2553191489
83 107 0.0308483290
83 7552 0.0256959315
83 166 0.0228571429
83 133 0.0281030445
83 207 0.0480349345
83 333 0.0709677419
83 967 0.1410256410
83 92 0.0194690265
83 279 0.0550000000
83 482 0.0866141732
83 253 0.0495495495
83 277 0.0423076923
83 2960 1.0000000000
83 390 0.1208791209
83 171 0.0491071429
83 1760 0.0894308943
83 7566 1.0000000000
83 7499 0.2894736842
83 255 0.0295698925
83 487 0.0322580645
83 7600 0.0090497738
83 7604 0.0000000000
83 7595 0.0000000000
83 7603 0.0000000000
450 84 0.0352112676
138 84 0.0264084507
381 84 0.0228873239
863 84 0.0211267606
109 84 0.0211267606
404 84 0.0211267606
445 84 0.0211267606
324 84 0.0211267606
113 84 0.0211267606
106 84 0.0211267606
382 84 0.0211267606
7569 84 0.0211267606
148 84 0.0211267606
619 84 0.0193661972
215 84 0.0193661972
1975 84 0.0193661972
853 84 0.0193661972
1417 84 0.0193661972
507 84 0.0193661972
224 84 0.0193661972
909 84 0.0193661972
1423 84 0.0193661972
339 84 0.0193661972
1100 84 0.0193661972
609 84 0.0193661972
500 84 0.0193661972
718 84 0.0193661972
1616 84 0.0193661972
1628 84 0.0193661972
7589 84 0.0193661972
536 84 0.0193661972
299 84 0.0193661972
1098 84 0.0193661972
2481 84 0.0193661972
610 84 0.0193661972
848 84 0.0193661972
419 84 0.0193661972
1083 84 0.0193661972
775 84 0.0193661972
1619 84 0.0193661972
99 84 0.0193661972
5342 84 0.0123239437
84 450 0.4166666667
84 263 0.1526717557
84 138 0.0547445255
84 381 0.1171171171
84 863 0.0754716981
84 109 0.0251046025
84 404 0.0600000000
84 324 0.0827586207
84 7589 0.1276595745
84 106 0.0218579235
84 382 0.0568720379
84 848 0.1739130435
84 619 0.0973451327
84 215 0.0588235294
84 1975 0.5000000000
84 853 0.1392405063
84 1417 0.2500000000
84 507 0.0591397849
84 224 0.0466101695
84 909 0.1617647059
84 1423 0.3235294118
84 339 0.0763888889
84 609 0.0973451327
84 1100 0.2391304348
84 500 0.1279069767
84 718 0.1089108911
84 1616 0.4782608696
84 1628 0.3333333333
84 445 0.1617647059
84 299 0.0588235294
84 1098 0.1964285714
84 2481 1.0000000000
84 610 0.1067961165
84 1083 0.1666666667
84 775 0.1100000000
84 1619 0.3333333333
84 99 0.0260663507
84 148 0.0314285714
205 85 0.0193236715
250 85 0.0181159420
249 85 0.0157004831
103 85 0.0157004831
320 85 0.0144927536
3415 85 0.0144927536
291 85 0.0144927536
191 85 0.0144927536
288 85 0.0144927536
125 85 0.0144927536
164 85 0.0144927536
617 85 0.0144927536
2328 85 0.0144927536
89 85 0.0144927536
165 85 0.0144927536
491 85 0.0144927536
7335 85 0.0132850242
238 85 0.0132850242
246 85 0.0132850242
88 85 0.0132850242
141 85 0.0132850242
1180 85 0.0132850242
118 85 0.0132850242
7087 85 0.0132850242
398 85 0.0132850242
2373 85 0.0132850242
173 85 0.0132850242
601 85 0.0132850242
87 85 0.0132850242
242 85 0.0132850242
207 85 0.0132850242
93 85 0.0132850242
967 85 0.0132850242
295 85 0.0132850242
287 85 0.0132850242
146 85 0.0132850242
7428 85 0.0132850242
1162 85 0.0132850242
360 85 0.0132850242
804 85 0.0132850242
177 85 0.0132850242
107 85 0.0132850242
97 85 0.0132850242
166 85 0.0132850242
941 85 0.0132850242
2951 85 0.0132850242
106 85 0.0132850242
157 85 0.0132850242
192 85 0.0108695652
375 85 0.0108695652
337 85 0.0084541063
2336 85 0.0084541063
7579 85 0.0060386473
222 85 0.0000000000
85 205 0.0517799353
85 250 0.0824175824
85 171 0.0625000000
85 249 0.0416666667
85 647 0.1566265060
85 103 0.0259481038
85 188 0.0301624130
85 320 0.0681818182
85 291 0.0754716981
85 95 0.0110701107
85 191 0.0459770115
85 288 0.0308483290
85 125 0.0171428571
85 89 0.0212014134
85 491 0.0318302387
85 3415 1.0000000000
85 238 0.0541871921
85 246 0.0769230769
85 1570 0.2500000000
85 2369 0.1195652174
85 141 0.0320699708
85 1180 0.1964285714
85 118 0.0260047281
85 399 0.2156862745
85 398 0.0607734807
85 2408 0.2115384615
85 7398 0.1447368421
85 2373 0.5000000000
85 173 0.0302197802
85 601 0.1718750000
85 87 0.0178282010
85 164 0.0337423313
85 242 0.0516431925
85 207 0.0480349345
85 617 0.0973451327
85 93 0.0236559140
85 967 0.1410256410
85 295 0.0395683453
85 2328 0.5000000000
85 287 0.0552763819
85 146 0.0274314214
85 7428 0.5000000000
85 1162 0.1279069767
85 92 0.0194690265
85 360 0.0493273543
85 165 0.0488888889
85 804 0.1375000000
85 7588 0.0808823529
85 107 0.0282776350
85 97 0.0227743271
85 166 0.0209523810
85 941 0.0743243243
85 2951 1.0000000000
85 106 0.0200364299
85 157 0.0394265233
85 375 0.0371900826
85 1322 0.0782608696
85 199 0.0290322581
85 703 0.0737704918
85 2336 0.0185185185
85 222 0.0252365931
85 7503 0.2500000000
85 882 0.0707070707
85 7602 0.0000000000
85 7601 0.0000000000
85 7599 0.0000000000
85 7598 0.0000000000
85 7334 0.0000000000
85 7604 0.0000000000
85 177 0.0000000000
85 7579 0.0000000000
104 86 0.0543478261
7386 86 0.0407608696
2336 86 0.0407608696
7335 86 0.0380434783
114 86 0.0380434783
1074 86 0.0353260870
98 86 0.0353260870
233 86 0.0353260870
192 86 0.0353260870
269 86 0.0353260870
126 86 0.0353260870
87 86 0.0326086957
766 86 0.0326086957
164 86 0.0326086957
337 86 0.0326086957
281 86 0.0326086957
3372 86 0.0326086957
832 86 0.0326086957
1906 86 0.0298913043
498 86 0.0298913043
1590 86 0.0298913043
246 86 0.0298913043
2417 86 0.0298913043
7087 86 0.0298913043
94 86 0.0298913043
86 94 0.0784313725
86 192 0.0633484163
86 114 0.0298165138
86 98 0.0314769976
86 233 0.0670103093
86 7335 0.1739130435
86 897 0.1739130435
86 87 0.0194489465
86 2336 0.0277777778
86 766 0.1081081081
86 126 0.0388349515
86 104 0.0266666667
86 3440 1.0000000000
86 3444 1.0000000000
86 246 0.0769230769
86 906 0.1111111111
86 337 0.0628571429
86 1906 0.3333333333
86 164 0.0337423313
86 558 0.0880000000
86 352 0.0820895522
86 1204 0.4230769231
86 3395 1.0000000000
86 3393 1.0000000000
86 1200 0.3055555556
86 832 0.1375000000
86 1593 0.4583333333
86 1891 0.3333333333
86 7386 0.3214285714
86 469 0.0573248408
86 145 0.0101010101
86 3383 0.2903225806
86 7393 0.2432432432
86 7560 0.1216216216
86 7369 0.4210526316
86 7552 0.0000000000
397 87 0.0226904376
824 87 0.0210696921
269 87 0.0194489465
96 87 0.0194489465
291 87 0.0194489465
1045 87 0.0194489465
526 87 0.0194489465
104 87 0.0194489465
2155 87 0.0194489465
602 87 0.0194489465
454 87 0.0194489465
241 87 0.0194489465
158 87 0.0194489465
2417 87 0.0178282010
191 87 0.0178282010
192 87 0.0178282010
98 87 0.0178282010
206 87 0.0178282010
7398 87 0.0178282010
1884 87 0.0178282010
3318 87 0.0178282010
702 87 0.0178282010
259 87 0.0178282010
280 87 0.0178282010
163 87 0.0178282010
7412 87 0.0178282010
309 87 0.0178282010
154 87 0.0178282010
707 87 0.0178282010
424 87 0.0178282010
3306 87 0.0178282010
1863 87 0.0178282010
1880 87 0.0178282010
1156 87 0.0178282010
2080 87 0.0178282010
288 87 0.0178282010
1381 87 0.0178282010
572 87 0.0178282010
